Temperature (°C),Humidity (%),Wind Speed (km/h),Rain
22.483570765056164,63.643604769659454,7.9645158085383345,0
19.308678494144075,63.19878837424219,9.083501610839042,0
23.23844269050346,43.06535241054978,8.207856816864572,0
27.61514928204013,65.04864712447844,10.33125414083836,0
18.829233126383322,80.99243622732618,13.59153559438574,1
18.8293152152541,50.88651821384808,7.6868735285763865,0
27.896064077536955,85.72723976575888,13.002461493305242,1
23.837173645764544,77.31662231626507,7.654983782959337,1
17.65262807032524,58.98650017043443,7.457118362509347,0
22.712800217929825,67.87705543993229,12.45578385502964,0
17.682911535937688,93.9748271146155,12.76580913402285,1
17.671351232148716,81.00321720258799,12.554229810287962,1
21.20981135783017,70.13175482347222,6.052607775345576,1
10.43359877671101,66.43475024558524,8.602147065783848,1
11.375410837434837,71.14913605677489,12.468965776009965,1
17.188562353795135,62.32354663086545,10.124625521691684,0
14.93584439832788,38.42875741421478,6.778921461407608,0
21.571236662976368,100.0,11.374953817376324,1
15.459879622393945,72.32987498799102,7.855578223025589,0
12.938481493323543,75.97220897683806,15.383574545176636,1
27.32824384460777,69.13138375184637,14.634524387254775,0
18.871118497567323,58.97324798913118,11.812292279066702,0
20.33764102343962,67.21113278576844,14.08302011430932,0
12.876259068932717,46.00907856708533,10.194374050370143,0
17.278086377374088,100.0,12.296312483125048,1
20.55461294854933,51.48232002366406,14.433160885906226,0
14.245032112888486,54.52050574229231,10.736496045382939,0
21.87849009172836,63.396111934203994,9.234438485457149,0
16.996806550405974,89.32113587278566,4.886134125468653,1
18.541531251033618,70.2176349889398,9.750599422835519,0
16.991466938853016,51.45796305954306,12.470269553686935,0
29.261390922544688,88.81507541136008,12.836900282702889,1
19.93251387631033,80.96500940178223,11.513095197155229,1
14.711445355220498,78.07652435824679,8.37610271511328,1
24.112724560515943,80.7360136175626,4.069535293157228,1
13.895781750144888,100.0,8.514354705985795,1
21.044317975023777,100.0,9.086965386838145,1
10.201649380601122,59.69926985495057,9.061213098429958,0
13.359069755507846,94.35827489216729,11.855669070933773,1
20.984306179345616,75.7475228463835,15.95702923304452,0
23.692332899977053,77.48643724206624,10.37058760552328,0
20.85684140594985,44.61593752535007,9.349804632530615,0
19.421758588058797,67.44421351917705,9.222334560987722,0
18.494481522053555,57.807646144951526,10.373154300723142,0
12.607390048162863,82.42088222339964,7.5151187189548025,1
16.400778958026457,86.06620750604208,10.360595676238166,1
17.696806145201062,38.88270473475533,11.3524370089954,0
25.285611131094576,69.66947703993594,10.629058190723464,0
21.71809144784231,86.82792257191377,11.372625802014344,1
11.18479922318633,67.19981556529832,11.301242828045606,0
21.620419846973974,80.93595467503546,4.684309953260669,1
18.074588597918417,75.26748201440626,11.91061047518621,1
16.615389998470206,75.1249034792894,7.986955463012639,0
23.05838144420434,65.93027532897554,6.712482510988126,0
25.154997612479754,51.751287937964356,6.6866445164350115,0
24.656400595580994,53.17704778862459,11.300624831417588,0
15.803912383886807,80.64028771682976,9.33227521832544,1
18.453938120743928,70.29187383278325,4.954093648043768,0
21.65631715701782,67.92231633089163,11.43411344557685,1
24.877725635611796,63.64164936516471,5.681175607603518,0
17.60412881077355,65.42216731778872,10.419464075554632,1
19.071705116680914,85.7036769173221,10.715496777019162,1
14.468325129969859,64.9713387719796,12.656731245085135,0
14.018966879596647,49.88402930047647,15.345054359400555,0
24.062629111970992,81.1547766331026,5.905971022298375,1
26.781200142854114,66.92685004202924,9.842578431810852,0
19.63994939209833,70.47093798299164,9.170994114867348,1
25.01766448946012,94.11367459599265,11.301249057882886,1
21.80818012523817,69.6915916397424,10.647006312800857,0
16.77440122697438,74.33775509678088,8.94236127179014,0
21.80697802754207,52.31614763052512,8.677293434167433,0
27.690182832329846,66.7049582147356,6.650647434447857,0
19.820869804450243,79.14289067812902,12.963584747219528,1
27.82321827907003,46.669393992381366,11.377612544798588,0
6.901274479551278,73.01267639673564,12.753304593385412,1
24.10951252187612,71.5118660896721,9.068811590573459,0
20.435235341190857,70.6193118338116,8.029493593916708,0
18.504963247670663,85.55738347987365,6.765054800112317,1
20.45880388267751,75.01657772272782,11.076752751221978,0
10.062155426995536,92.17107847534666,6.880620326415296,1
18.90164056081244,55.096157266089456,15.545989206899652,0
21.78556285755873,72.03886850827521,6.077072256719679,0
27.38947022370758,71.26700179584921,10.820980357637506,0
17.40864890863176,53.9611825936738,14.700564121641358,0
15.957531985534061,84.34442503137019,11.797269277791427,0
17.491214782077318,100.0,10.527021137475337,1
24.57701058851037,69.74490888274254,7.094549059114313,0
21.643755548298422,77.57531632410651,5.854692434296888,1
17.351198981164806,71.26777713722991,12.310150326752758,0
22.56633716556678,59.29622995139236,14.51844172232484,0
20.4853877467402,42.68859583296975,8.683450028565485,0
24.843224952664446,59.41339775356953,6.582815477150946,0
16.489734530613237,49.120624285724034,2.6254917083529445,0
18.361689267011158,95.56153117088677,7.057705469012387,1
18.039459234339212,68.27335459115142,9.65902947250288,0
12.682425259339407,64.81121006429244,14.797369722510203,0
21.48060138532288,83.33730737181709,12.019401076698905,1
21.305276360899448,53.17373345716168,10.915256214120259,0
20.025567283212304,58.49703942993172,8.799641016096608,0
18.827064333124266,71.02108403872931,8.25050284823213,0
12.92314628974793,85.43153487135221,14.216942792523891,1
17.896773386173205,77.52527567753182,10.602215622275168,0
18.286427417366152,73.72487713773823,3.6921979242369343,1
15.988613653891905,71.17176602854025,7.979381056308272,0
19.193571441669953,76.00353783290163,7.42535190468512,1
22.020254284072692,73.02479357693882,8.361207972467605,1
29.43092950605265,54.550415878345966,11.688731980855255,0
20.872889064159196,70.69118832449728,9.677665354617252,0
21.28775195361382,53.89467011623371,9.769403778989014,0
19.627770421169163,71.21623814351236,13.94041948397571,0
10.406143923504793,62.79028087767638,7.910616730639935,1
19.867430622753915,100.0,15.592598577662049,1
20.301151049705133,69.40158424372432,7.986077225886742,0
32.316210562426434,48.93640650607617,10.267594589837714,0
19.038195176094387,67.98729683984614,9.1563892137917,0
21.507736711668063,77.79038118456832,10.370257400502883,1
19.826441151473784,95.10045919228786,11.333775985219386,1
14.156609811902339,61.15821400091922,11.30150572026663,0
25.714114072575104,46.2635803896454,7.74064800813826,0
23.759665163433873,82.25255517146472,6.631255967657288,1
23.955159735215233,49.29101941150523,17.509515372717132,0
15.453062726026305,63.457668377387726,8.54804698119834,0
27.013971554680495,66.13569271733509,12.097637316015959,0
12.990744686038596,68.95549820049838,5.177076068430409,1
22.934285469001352,80.33746685611503,9.16116184028597,1
30.952278129049894,59.74548576570419,9.61840184805267,0
15.047318374346558,65.89406121749859,11.418445209783497,0
17.16851135198614,69.78594470575918,1.8326375770241832,1
20.498256825438204,72.24396936278183,10.498421839234991,0
17.482621729419005,71.46740762061884,6.550775633896322,0
12.246682844669337,76.5400866283387,10.973037133584771,1
20.342814874030136,82.65759264462606,6.891012409485511,1
14.688481431369475,75.88951173476453,7.4335519122232565,1
22.36796215317591,76.80378285263828,9.179117168820195,1
15.402878828830985,46.266652498802834,6.843011591190415,0
27.749672025087698,70.75341548748521,8.573396659793936,1
16.083733538318814,77.19261322002413,6.419872694370055,1
18.38969241897162,80.93411791855675,4.500488644903817,1
24.067586086848348,59.61473838649309,13.053871157288079,0
13.845678417830225,60.11441087667033,6.1118539215282155,0
21.137299673020646,61.38848987074603,9.46395733717605,0
26.53571377141214,78.04620849837015,12.258673244481354,0
11.962583827193862,85.50821582386313,8.15516769245187,1
20.92316929266152,63.88809839062598,7.524502300763386,0
21.299413971242117,83.61943470440573,10.678714266002265,1
23.90911435888655,71.85219713746892,13.353801468181455,0
13.81524644560959,68.13571334256346,6.492054204740594,0
13.397716934578618,66.82923655273046,9.549556503947683,0
22.60970782808449,81.19917046903235,4.802516215098018,1
21.48492336616593,74.88366725180605,8.82039698895343,0
21.252464251729382,100.0,10.102614053614227,1
21.732241047484877,57.21663035504014,7.436126074734803,0
16.599876392107547,77.77152553044964,8.629024498524306,0
21.161268485805017,62.06198485282731,5.77531969507765,0
21.465362366493405,56.960695195170345,10.231235834144481,0
16.42824290986816,69.83699294447541,13.167082746649449,0
29.328872555723784,72.06028719110554,6.708568390688609,0
22.36916460455894,100.0,8.131984700342851,1
14.043482513986756,67.23781276475196,11.507638739362545,0
23.28276804316915,53.04731905772975,13.636272157968207,0
15.126591648863393,74.09516076241579,5.520430563373206,0
23.93542301871226,38.880399436804474,9.493645787752152,0
25.79297789503702,68.62064826093601,10.849392466958575,0
15.896588408241447,70.24037923442741,9.693830828113455,1
24.81688064622161,81.91900574417818,2.5696237993687383,1
22.06390463468249,84.6043337414177,11.503270027926316,1
24.11030079997245,62.446455716384236,14.558009053271933,0
29.483964913269737,67.74078978055101,10.34998525350851,0
18.773059419985646,58.508187540839934,6.90668184011721,0
16.23131917821255,53.079061677884596,8.46061826090715,0
15.552427851872384,74.64842169070951,15.309739202966778,1
15.920948575172808,50.896216771051016,12.729887622581675,0
19.614491452929478,63.78059649142205,11.920079855152988,0
21.70575987408322,55.07239060151144,11.069237750603127,0
21.383453996650097,78.2452477943539,8.016588663427083,1
24.13591624518012,97.02145148899731,9.398286458032695,1
20.065009459389536,50.476180257950034,9.766231792964453,0
27.267670385786584,42.20472275653646,11.648722948193331,0
18.67671583381022,68.12669671974899,14.526756682800709,0
33.600845832948096,70.23546693936638,13.355014410379384,0
23.12833673882503,73.27988960135947,5.741846932611878,0
15.714212217918586,63.30519227148483,10.671984906703146,0
14.645537509694439,66.99041051761853,12.210290035503691,0
22.412362076215928,75.51265615810904,11.856580990433907,0
18.882686073370746,85.60646338967258,8.112298709837741,1
23.57000247046046,40.674268445225756,18.742327647305085,0
22.366188122867726,64.46590841452807,6.168746313006643,0
19.635855436715637,73.20713190911596,6.75043466000185,1
15.766031409657975,56.23035843083896,10.700785243784729,0
12.425763876570677,95.96754447650949,16.35040916489156,1
17.767425239664895,60.46885179656894,7.491415447887487,0
24.28199397161736,69.38060969489075,9.202514903059024,0
21.07046872065102,78.34033145263436,13.231881019047078,1
13.77130610644006,61.13072816797158,9.946413535336799,0
20.86590462925591,42.301404282933746,8.996188436409113,0
21.926586898644185,63.570182096252,11.69689870566016,0
15.580712818994336,85.44160833890561,10.81755397068878,1
20.76862552972764,64.94657309822293,13.091316356910374,0
20.29104359223,57.30348547811532,13.87440666719609,0
14.285148510846884,83.88508314254082,10.921009180016085,1
21.788936801741418,65.03837655965421,10.875198176134926,0
22.80392263184117,62.34758779524674,10.642332946858401,0
25.415256215876383,72.24184134494965,11.467391669947864,0
25.269010260174515,81.5612531442818,10.165511913614392,1
13.111653160214544,100.0,9.998174553033131,1
15.310874800424386,82.40854161486135,13.589881362481727,1
22.5751763360433,87.39759949582516,14.54834854106513,1
22.568929754561044,62.41050701518217,5.4773411660997375,0
22.575238431530238,54.61197841045785,10.030063455221708,0
39.26365745327361,70.93497024428684,7.933916699664296,0
22.854452553465833,71.60754872889395,9.067085600541784,1
25.677828200902994,53.82230887953104,11.207548629205965,0
24.770008817466014,67.37058205143981,12.008315114627406,0
23.25695625652899,75.98976402578697,9.663620669165965,1
18.42365377679827,75.4059009252712,4.259978995831592,1
23.794846102466337,77.56431780076409,7.104863258271461,1
16.13587392731214,74.36447095206165,12.689499010600498,0
18.815906966299956,62.394870110949164,1.7787207338952058,0
17.573182260854484,62.29149060026735,13.562281455046,0
20.409370696931614,52.01572903009186,11.563689971933623,0
31.573292833367542,96.77162558777643,13.948528244590065,1
10.66367403704126,70.2017554692894,9.40429243935712,1
23.43130095187257,66.62720416307722,3.8157837279312847,0
11.936420644051742,56.06811877821312,11.291087924519495,0
17.640340671052833,100.0,13.823959372115024,1
25.444752984836832,53.90007951665657,12.774165416540264,0
20.321400095477316,63.5672811159089,8.011925549535894,0
14.611276110353469,76.2375525442909,10.26028322638794,1
16.42348145370016,79.00319448616416,8.401491193660227,1
23.39798874467338,84.36898082823527,7.542200607431884,1
16.34816684141432,97.11412761653895,12.866165713539553,1
21.082292947909874,77.59236483191069,6.407403066204513,1
20.22785919951907,54.159538000499985,7.318550708255162,0
16.741998261970913,66.14582312317327,6.687923099582844,0
30.719720446626628,74.61748558770827,5.52925743010286,1
23.169595111590056,100.0,10.43924287552781,1
9.874287066711965,49.03291782363554,13.484509145445928,0
20.93227157384714,88.03864757837842,9.445369731264202,1
16.69106767615806,72.69871554319626,5.482756598307501,0
24.26216667398112,82.56745802844222,12.519833619226082,1
16.037396307836495,68.47007925046103,15.057105262104916,0
19.426317792665504,57.363510548105104,8.061273027560215,0
22.524936394902287,81.26309169101998,8.564337199846845,1
24.328775970850607,79.81646540658431,11.546981890250184,1
13.998517964721119,84.58085448609583,14.865621243355154,1
18.327493820795258,69.80043046932047,8.440497562824321,0
17.62527344419522,61.00266965020226,6.002650657005385,0
16.73335383713144,46.61819507464237,11.89425581881722,0
28.827271201405484,82.2905990220911,12.397204219426898,1
22.024908554804778,76.3583422366598,10.01839435130568,0
13.695580228324774,55.51326050704061,8.325600221027647,0
24.58930973527388,61.92139490055064,12.98313619297614,0
30.610780985063165,62.99861782072839,11.584108013643892,0
25.162326302755734,47.75523352026373,7.694693449289521,0
12.403150170229933,57.73476405092299,10.147284193917015,0
17.578829635668743,52.99254464790469,5.944877403926061,0
26.334555745933113,63.81281482168095,12.057671369313761,0
16.461652671906094,58.919537525056555,9.213299291851433,0
22.219097140731144,45.59492618699877,8.69286750284579,0
23.873170267146683,100.0,9.901376544542698,1
15.365347642109585,88.78811096543846,10.120923097990744,1
19.702373219691,58.314708677200215,12.68479018469668,0
3.793663299654636,74.08632094980415,11.773271593975664,1
14.878061793328552,76.26197634731942,9.530772163621592,0
18.7371592430342,87.86628782160216,12.291004449156986,1
13.761084090175753,57.72092460009882,11.202211761074839,0
28.162056519658176,86.38160175973638,8.720201091141888,1
12.849293110196836,61.78142043689597,9.625845525290542,0
17.799777566515083,49.9620639374708,9.555331333470638,0
20.653702886430455,80.86204838971746,11.515784029522605,1
27.206366445330577,89.36137636183642,8.898932155835075,1
12.820689244102804,100.0,8.8287724407351,1
25.815818760774796,52.004121023646796,15.906271928301877,0
20.051165305097935,80.48379527621184,12.819206445241313,1
15.092456744760245,63.85298134309701,7.718198006724583,0
22.310517371316354,81.75038065786048,11.712822981826594,0
20.99529847786735,47.942656731531244,10.355050196965532,0
16.998915614206027,51.05845336452154,11.17465352578028,0
20.349010424950094,58.36187765250274,10.412023973695314,0
